NC_000852	JF411744
NC_049510	MH160392
NC_049511	MH165274
NC_049512	MK972690
NC_049805	AP019527
NC_049806	KY554762
NC_049807	KY554766
NC_049808	MN528768
NC_049809	JX564242
NC_049810	KX160206
NC_049811	KX160211
NC_049812	MN552144
NC_049813	MK907226
NC_049814	MK962751
NC_049815	MN850596
NC_049816	MN850638
NC_049817	MN850613
NC_049818	MN850641
NC_049819	MN850620
NC_049820	MT360681
NC_049821	MT074433
NC_049822	MK373798
NC_049823	MN850640
NC_049824	MN850569
NC_049825	MN850567
NC_049826	MN850572
NC_049827	MN850602
NC_049828	MN850600
NC_049829	MN850591
NC_049830	MT127619
NC_049831	MN296515
NC_049832	LC516895
NC_049833	MN013080
NC_049834	MN013076
NC_049835	MN013075
NC_049836	MN013079
NC_049837	MN013083
NC_049838	MN379832
NC_049839	MK931443
NC_049840	MK521904
NC_049841	MK931444
NC_049842	MN689779
NC_049843	MG894052
NC_049844	MK170446
NC_049845	MN395286
NC_049846	MK931445
NC_049847	MK931442
NC_049848	MN783016
NC_049849	MN094788
NC_049850	MK552140
NC_049851	MK552141
NC_049852	MN850607
NC_049853	MN055691
NC_049854	KY554768
NC_049855	KY554777
NC_049856	KY554771
NC_049857	MN552145
NC_049900	MT500540
NC_049917	MN067333
NC_049918	KY914478
NC_049919	MG986485
NC_049920	KU977419
NC_049921	KU977420
NC_049922	KU238070
NC_049923	AP012535
NC_049924	AP012532
NC_049925	KU238067
NC_049926	KY979108
NC_049927	MN062703
NC_049928	MK894437
NC_049929	MH153811
NC_049930	MK360025
NC_049931	KT945995
NC_049932	MK721188
NC_049933	MK721196
NC_049934	MK721183
NC_049935	MK721193
NC_049936	MK721185
NC_049937	LT630001
NC_049938	MK721195
NC_049939	MK721184
NC_049940	MK721198
NC_049941	AP012537
NC_049942	JQ347801
NC_049943	FM180578
NC_049944	AP012540
NC_049945	AP012539
NC_049946	LR595864
NC_049947	LR595850
NC_049948	LR597643
NC_049949	LR597636
NC_049950	LR595862
NC_049951	MH547045
NC_049952	LR595859
NC_049953	LR597635
NC_049954	LR595866
NC_049955	LR597639
NC_049959	KX961631
NC_049960	KY821088
NC_049961	KY921761
NC_049962	KY947509
NC_049963	MF156577
NC_049964	MF156578
NC_049965	MF407276
NC_049966	MH817022
NC_049967	MK284526
NC_049968	MK284527
NC_049969	MK284528
NC_049970	MN082625
NC_049971	MN524844
NC_049972	MN524845
NC_049973	MN857617
NC_049974	MT459794
NC_049975	KU831549
NC_049976	EU622808
NC_049977	MH675552
NC_049978	KJ003983
NC_050143	MT119378
NC_050144	MT118293
NC_050145	AP018815
NC_050146	MT118289
NC_050148	MK837009
NC_050149	MT491204
NC_050150	MT119374
NC_050151	MT119377
NC_050697	KY617095
NC_050698	KC769820
NC_051580	MH632120
NC_051581	MN813686
NC_051582	MN284893
NC_051583	MH744423
NC_051584	MN617843
NC_051585	MK059749
NC_051586	MN813693
NC_051587	MH727561
NC_051588	MH509442
NC_051589	MK224497
NC_051590	MN945904
NC_051591	KX621007
NC_051592	MK524488
NC_051593	MH651171
NC_051594	MH051255
NC_051595	MG962374
NC_051596	MH697592
NC_051597	MH576966
NC_051598	MF140411
NC_051599	MF324908
NC_051600	MN369762
NC_051601	MF324914
NC_051602	KY945355
NC_051603	MN945901
NC_051604	MF373841
NC_051605	MF324915
NC_051606	MF140398
NC_051607	MF140406
NC_051608	MN234199
NC_051609	MT723940
NC_051610	JF704105
NC_051611	MH001453
NC_051612	MH077577
NC_051613	KX808132
NC_051614	MF668267
NC_051615	MH371113
NC_051616	MF377440
NC_051617	MT310860
NC_051618	MN234226
NC_051619	MK376955
NC_051620	MF140416
NC_051621	MG962371
NC_051622	MT310859
NC_051623	MN284895
NC_051624	MK460246
NC_051625	MK494119
NC_051626	MK016503
NC_051627	MF324911
NC_051628	KX657796
NC_051629	MN234176
NC_051630	MN234165
NC_051631	MN234198
NC_051633	MH744415
NC_051634	MH020235
NC_051635	MN586012
NC_051636	MH155865
NC_051637	MN945900
NC_051638	KY348865
NC_051639	MH651169
NC_051641	MH155866
NC_051642	MN585995
NC_051647	MH077578
NC_051648	MN586001
NC_051649	MN310544
NC_051650	MT310893
NC_051651	MN585975
NC_051652	MH669001
NC_051653	MF668270
NC_051654	KY012363
NC_051656	MK524503
NC_051657	MK016494
NC_051658	MT889374
NC_051661	MH727548
NC_051662	MT684586
NC_051663	MH669003
NC_051664	MH590602
NC_051665	MH632119
NC_051668	MT684601
NC_051669	MH669005
NC_051672	KX610764
NC_051675	MH590598
NC_051676	MH651178
NC_051678	MH834617
NC_051679	MK967397
NC_051680	MH590596
NC_051681	MH155871
NC_051682	MH077580
NC_051683	MH825707
NC_051684	MN369749
NC_051685	MN369755
NC_051687	MT684593
NC_051690	MN310545
NC_051691	MH651183
NC_051693	MG770213
NC_051694	MH371120
NC_051695	MH051257
NC_051696	MF919526
NC_051699	MK305886
NC_051700	MK875792
NC_051702	MG872841
NC_051703	MH669012
NC_051704	MF668281
NC_051705	MT897904
NC_051706	MH371123
NC_051710	MH669014
NC_051711	MF190168
NC_051713	KX808131
NC_051714	MK494110
NC_051716	MT114164
NC_051717	MF668287
NC_051718	MK016504
NC_051719	KX576644
NC_051720	MK112556
NC_051721	MH001449
NC_051722	MF919502
NC_051723	MT522000
NC_051724	KJ567041
NC_051725	MG770216
NC_051726	MG925349
NC_051727	MT024866
NC_051729	MN585977
NC_051730	MT498061
NC_051731	MK494122
NC_051732	MF281061
NC_051734	MF140399
NC_051735	MK814758
NC_051736	MF919492
NC_051737	MF472894
NC_051738	MN234172
NC_051739	MN096355
NC_051740	MH230879
NC_052230	KX982176
NC_052231	KX982179
NC_052650	MK002701
NC_052652	MF805809
NC_052653	MH816848
NC_052654	MH051333
NC_052655	MN850632
NC_052656	MN850648
NC_052657	MN850573
NC_052658	MN850571
NC_052659	MN850598
NC_052660	MN850618
NC_052661	MN850565
NC_052662	MT496970
NC_052663	MT932211
NC_052680	MT774253
NC_052681	MT774254
NC_052682	MT774255
NC_052683	MT774256
NC_052684	MT774257
NC_052685	MT774259
NC_052686	MT774258
NC_052932	MH045561
NC_052933	MN585990
NC_052934	MT521990
NC_052935	MN369745
NC_052936	MT310864
NC_052937	MH399783
NC_052938	MT498065
NC_052939	MH371111
NC_052940	MH045556
NC_052941	MH825700
NC_052964	MT108725
NC_052965	KU356689
NC_052966	KX241618
NC_052967	LR743532
NC_052968	KY249644
NC_052973	LR743524
NC_052974	MW269554
NC_052975	MF476925
NC_052976	KY971609
NC_052977	MN478374
NC_052978	MN062188
NC_052979	MW145139
NC_052981	MG030346
NC_052983	MN604053
NC_052984	MN317029
NC_052985	MK838113
NC_052986	MT952005
NC_052989	MT330372
NC_052991	MN871450
NC_052999	MW355479
NC_053000	MH791395
NC_053008	LC553736
NC_053009	MT675124
NC_053010	MT675125
NC_053011	MN184886
NC_053012	MN505213
NC_053013	MN536026
NC_053015	MN692199
NC_053172	MT024859
NC_053173	MN234161
NC_053174	MK801721
NC_053209	MN892486
NC_053210	MW314849
NC_053211	MK433264
NC_053234	MH976513
NC_053235	MT723937
NC_053236	MT723941
NC_053237	MH651168
NC_053238	MH976511
NC_053239	MH976509
NC_053240	MK967396
NC_053241	MH450129
NC_053242	MN586026
NC_053243	MN586047
NC_053244	MN586028
NC_053245	MH669000
NC_053246	MW314850
NC_053247	MT498036
NC_053248	MK937607
NC_053249	MK937611
NC_053503	KX443696
NC_053504	KT372003
NC_053505	MF140414
NC_053506	MT758688
NC_053507	MF185728
NC_053508	MF324910
NC_053509	MN234228
NC_053510	MH576973
NC_053511	MN234187
NC_053512	MG009575
NC_053513	MT658802
NC_053514	MT657341
NC_053515	KY223999
NC_053516	MT658803
NC_054003	MK472067
NC_054004	MN611525
NC_054015	MK720944
NC_054146	MH252365
NC_054147	MT708550
NC_054148	MT701586
NC_054149	MT613935
NC_054392	MT771339
NC_054393	MK494099
NC_054418	MK112529
NC_054419	MT498050
NC_054420	MK279854
NC_054421	KX688103
NC_054422	MG210949
NC_054423	MW314848
NC_054424	MK279863
NC_054425	MT498045
NC_054426	MF140424
NC_054427	KX688102
NC_054428	MH450131
NC_054429	MG198779
NC_054430	MK279892
NC_054431	MH576963
NC_054432	MW353181
NC_054433	MN103533
NC_054434	MH697580
NC_054435	MN010758
NC_054436	MH651189
NC_054437	MW132713
NC_054438	MT553344
NC_054439	MH779514
NC_054440	KX641265
NC_054441	MK524494
NC_054442	MH779505
NC_054443	MF141540
NC_054444	MN234183
NC_054445	MN234219
NC_054446	MN234185
NC_054447	MK494105
NC_054448	MT498048
NC_054449	MG099948
NC_054450	MH697576
NC_054451	MK524500
NC_054452	MG099936
NC_054453	MK977708
NC_054454	MT498042
NC_054455	MH697593
NC_054456	MT498044
NC_054458	MG944227
NC_054459	MG944234
NC_054460	KY210139
NC_054461	MN461279
NC_054463	MT740729
NC_054464	MH898687
NC_054465	MK804891
NC_054466	MK804892
NC_054636	MF158038
NC_054637	MH023293
NC_054638	MK947460
NC_054639	MH321493
NC_054640	MH791402
NC_054641	MK112901
NC_054642	MH791410
NC_054643	MH791412
NC_054644	MH424446
NC_054645	KY860935
NC_054646	MN692673
NC_054647	MK599416
NC_054648	MW477799
NC_054649	MT768060
NC_054650	MK759854
NC_054651	MH717097
NC_054655	MN062705
NC_054656	MH248947
NC_054657	MT708548
NC_054658	MT701597
NC_054659	MT701594
NC_054660	MK392366
NC_054661	MH669004
NC_054662	MG593802
NC_054663	MF766046
NC_054664	MF766044
NC_054665	MF766048
NC_054666	MK524524
NC_054667	MT310863
NC_054668	MF766045
NC_054669	MN234208
NC_054670	MH651190
NC_054671	MH001460
NC_054672	MT711978
NC_054673	MT711979
NC_054674	KX815338
NC_054675	MN204498
NC_054676	MT701598
NC_054677	MG298964
NC_054678	MN096379
NC_054679	MW435856
NC_054680	MH171097
NC_054681	KX507343
NC_054714	MF668280
NC_054715	MF919495
NC_054716	MH697579
NC_054717	MH727543
NC_054718	MN735434
NC_054719	MK359346
NC_054720	MK359345
NC_054721	MT723945
NC_054722	MH910040
NC_054723	MK977695
NC_054724	MG962366
NC_054725	MN908687
NC_054726	MN586040
NC_054727	MK937592
NC_054759	KY965063
NC_054760	MN062718
NC_054761	MK279903
NC_054762	MW291027
NC_054770	MK524496
NC_054771	MT310879
NC_054772	KX683423
NC_054773	MH047633
NC_054774	MH020239
NC_054775	MK494091
NC_054776	MN096372
NC_054777	MN617844
NC_054778	MG099938
NC_054779	MN586039
NC_054780	MK359352
NC_054781	MH155876
NC_054782	MG099945
NC_054783	MN585979
NC_054784	MK524530
NC_054785	KX657793
NC_054786	MK494113
NC_054787	MH513984
NC_054788	MG793454
NC_054789	MT553337
NC_054790	MN234188
NC_054791	MF141539
NC_054792	AP018486
NC_054793	MF472895
NC_054794	KX641260
NC_054795	MF919496
NC_054796	KY006473
NC_054797	MN813696
NC_054798	MH727563
NC_054799	KY204245
NC_054800	JQ896627
NC_054801	MN813697
NC_054802	MK494117
NC_054803	KX579975
NC_054804	MF919498
NC_054805	MF919490
NC_054806	MK919472
NC_054807	MN585998
NC_054808	MK061408
NC_054809	MH051252
NC_054810	MT498066
NC_054811	KY965065
NC_054812	MF472896
NC_054813	MK284522
NC_054814	MK279857
NC_054815	MN703408
NC_054890	MT597419
NC_054891	MT740728
NC_054892	MN090155
NC_054893	MK778457
NC_054894	MN019128
NC_054895	LR596614
NC_054896	MN850643
NC_054897	MN545971
NC_054898	MT360682
NC_054899	MG775043
NC_054900	MT176424
NC_054901	MT176425
NC_054902	KT184308
NC_054903	KT184311
NC_054904	MH051916
NC_054905	KT184312
NC_054906	MH553563
NC_054907	AP018814
NC_054908	MH992510
NC_054909	MF001359
NC_054910	MK886800
NC_054911	MF001360
NC_054912	MT682712
NC_054913	MN864145
NC_054914	MG781190
NC_054915	MK373787
NC_054916	MG867727
NC_054917	MK327942
NC_054918	MK327939
NC_054919	MK327946
NC_054920	MK373779
NC_054921	MT179807
NC_054922	MK373781
NC_054923	AP018932
NC_054924	MT682714
NC_054925	MH243439
NC_054926	MK373785
NC_054927	MT682713
NC_054928	MH837626
NC_054929	KU925172
NC_054930	LC348379
NC_054931	LC348380
NC_054932	MN895438
NC_054933	MN895434
NC_054934	MN895437
NC_054935	KY290975
NC_054936	MF001354
NC_054937	MN580668
NC_054938	MT176426
NC_054939	MK962750
NC_054940	MK962757
NC_054941	MF158046
NC_054942	KX828711
NC_054943	LR215722
NC_054944	MH809535
NC_054945	MN716856
NC_054946	MT740747
NC_054952	KR560069
NC_054953	MK310226
NC_054954	MK450543
NC_054955	MT740745
NC_054956	MT740730
NC_054957	MT740736
NC_054958	MT740738
NC_054959	MT740739
NC_054960	MT740742
NC_054961	MT740737
NC_054962	MT740731
NC_054963	MT740740
NC_054964	MH638294
NC_054965	MT251347
NC_054966	MF612073
NC_054967	MK962626
NC_054968	MK962631
NC_054969	MK962641
NC_054970	MG018928
NC_054971	MK962629
NC_054972	MK962630
NC_054973	MK658834
NC_054974	MG557619
NC_054975	MT013111
NC_054976	MK801682
NC_054977	JX274646
NC_054978	HQ127381
NC_054979	MK290764
NC_054980	MK211557
NC_054981	MN904510
NC_054982	MK618716
NC_054983	MG564297
NC_054984	MG727697
NC_054985	MH431930
NC_054986	KX555527
NC_054987	MN552146
NC_054988	KX578042
NC_054989	MN023176
NC_054990	MF443126
NC_054991	MK301442
NC_054992	MF443121
NC_054993	MF443125
NC_054994	MF443124
NC_054995	MN689503
NC_054996	MF443119
NC_054997	MF443120
NC_054998	MF443123
NC_054999	MH779519
NC_055000	MH779522
NC_055001	MH779523
NC_055002	MH779525
NC_055003	MH779518
NC_055004	MH779527
NC_055005	MH779521
NC_055006	MN689507
NC_055007	MN689512
NC_055008	MN689526
NC_055009	MN689527
NC_055010	MN689528
NC_055011	MN689505
NC_055012	MN689508
NC_055013	MN689510
NC_055014	MN689511
NC_055015	MN689513
NC_055016	MN337887
NC_055017	MN689531
NC_055018	MN689533
NC_055019	MK075003
NC_055020	MF428481
NC_055021	AP019560
NC_055022	AP019561
NC_055023	AP019562
NC_055024	KX827369
NC_055025	MN028536
NC_055026	MT740734
NC_055027	MK779875
NC_055028	MH431938
NC_055029	MH460827
NC_055030	MH460825
NC_055031	MH460824
NC_055032	MF140418
NC_055033	KU160664
NC_055034	MF140434
NC_055035	MK554696
NC_055036	KY653120
NC_055037	HM596271
NC_055038	MG770897
NC_055039	MK348510
NC_055040	LC541428
NC_055041	JX174275
NC_055042	KY056620
NC_055043	MH384261
NC_055044	MK801681
NC_055045	MF580410
NC_055046	MG029509
NC_055047	MG029511
NC_055048	MG029514
NC_055049	MG029518
NC_055050	KY888143
NC_055051	AB572858
NC_055052	MF716957
NC_055053	LC066596
NC_055054	AB931172
NC_055055	KY853667
NC_055057	KT462698
NC_055059	MK620900
NC_055060	MK305890
NC_055061	KY817360
NC_055062	MG592615
NC_055063	MG592427
NC_055064	MG592394
NC_055065	MG592402
NC_055066	MG592455
NC_055107	DQ885455
NC_055108	KU977108
NC_055112	KX148552
NC_055113	KX884420
NC_055114	KX884421
NC_055115	KX884446
NC_055116	MK064567
NC_055117	KX817314
NC_055118	KX817313
NC_055119	KX817312
NC_055120	AF342731
NC_055121	MF497827
NC_055122	KX756996
NC_055123	KX987146
NC_055124	AB236323
NC_055125	AB639040
NC_055126	EF450316
NC_055127	HE616778
NC_055128	HE616777
NC_055129	HM439608
NC_055130	HM992939
NC_055131	JN555601
NC_055132	KF446659
NC_055133	KF551578
NC_055134	KF551585
NC_055135	KF703446
NC_055136	KJ957157
NC_055137	KJ958535
NC_055138	KJ958536
NC_055139	KP136799
NC_055140	KP195267
NC_055141	KP265674
NC_055142	KP676001
NC_055143	KP900921
NC_055144	KP900928
NC_055145	KP900929
NC_055146	KT809345
NC_055147	KU934008
NC_055148	KY370026
NC_055149	KY370027
NC_055150	KY370028
NC_055151	KY370029
NC_055152	KY370034
NC_055153	KY370037
NC_055154	KY370039
NC_055155	KY370042
NC_055156	KY432926
NC_055157	KY449275
NC_055158	KY449276
NC_055159	LC113907
NC_055160	MF175072
NC_055161	MF327529
NC_055162	MF374997
NC_055163	MF374999
NC_055164	MF401583
NC_055165	MF599468
NC_055166	MF678601
NC_055167	MF943130
NC_055168	MG516455
NC_055169	MG599939
NC_055170	MG599940
NC_055171	MG599943
NC_055172	MG599946
NC_055173	MG599949
NC_055174	MG599952
NC_055175	MG599980
NC_055176	MG599981
NC_055177	MH206615
NC_055178	HQ728387
NC_055179	HQ728385
NC_055180	HQ728386
NC_055181	JN572068
NC_055182	JN572070
NC_055183	JN572069
NC_055184	KF697137
NC_055185	KF697138
NC_055186	KF697136
NC_055187	KM225261
NC_055188	KM225260
NC_055189	KM225262
NC_055190	KX650647
NC_055191	KX650646
NC_055192	KM817675
NC_055193	KR149248
NC_055194	KR149247
NC_055195	KR149249
NC_055196	EU203678
NC_055197	EU262553
NC_055198	EU294510
NC_055199	KU159764
NC_055200	KU159765
NC_055201	KU159766
NC_055202	KX280014
NC_055203	KX280013
NC_055204	KX280012
NC_055205	EU622819
NC_055206	EU622820
NC_055207	EU665255
NC_055208	KY700685
NC_055209	KY700686
NC_055210	KY910431
NC_055211	KY910429
NC_055212	KY910430
NC_055213	MF176243
NC_055214	MF176244
NC_055215	MF176242
NC_055216	MH017286
NC_055217	MH017280
NC_055218	MH017274
NC_055219	HQ343297
NC_055220	HQ343296
NC_055221	HQ343295
NC_055222	HQ343299
NC_055223	HQ343298
NC_055224	MF176340
NC_055225	MF176342
NC_055226	MF176343
NC_055227	MF176341
NC_055228	MF467280
NC_055229	MF467281
NC_055230	MH607141
NC_055231	MH816996
NC_055233	GQ169129
NC_055234	AY170316
NC_055235	AC090446
NC_055236	MH384837
NC_055237	EU377672
NC_055239	MH327940
NC_055240	MH327938
NC_055241	MH327943
NC_055242	MH327941
NC_055243	MH327945
NC_055244	MH327946
NC_055245	MH327942
NC_055246	MH327944
NC_055247	MH327937
NC_055248	MH327935
NC_055249	MH327936
NC_055250	MH327939
NC_055251	LC275161
NC_055252	LC275164
NC_055253	LC275166
NC_055254	LC275157
NC_055255	LC275156
NC_055256	LC275167
NC_055257	LC275165
NC_055258	LC275163
NC_055259	LC275159
NC_055260	LC275162
NC_055261	LC275158
NC_055262	LC275160
NC_055263	KX756622
NC_055264	KX756627
NC_055265	KX756625
NC_055266	KX756620
NC_055267	KX756629
NC_055268	KX756624
NC_055269	KX756626
NC_055270	KX756619
NC_055271	KX756628
NC_055272	KX756621
NC_055273	KX756623
NC_055274	MK609920
NC_055275	MK609924
NC_055276	MK609925
NC_055277	MK609923
NC_055278	MK609922
NC_055279	MK609921
NC_055280	MK609926
NC_055281	MK609927
NC_055282	MH231406
NC_055283	MH231407
NC_055284	MH231409
NC_055285	MH231408
NC_055286	MG887753
NC_055287	MG887752
NC_055288	MG887751
NC_055289	MG887750
NC_055290	KF360971
NC_055291	KF360972
NC_055292	KF360973
NC_055293	KF360970
NC_055294	JX472403
NC_055295	JX472405
NC_055296	JX472404
NC_055297	MG696852
NC_055298	MG696851
NC_055299	MG696853
NC_055300	JF920135
NC_055301	JF920134
NC_055302	JF920133
NC_055303	HM119434
NC_055304	HM119435
NC_055305	HM119436
NC_055306	HM119417
NC_055307	HM119416
NC_055308	HM119418
NC_055309	MK503253
NC_055310	MK503255
NC_055311	MK503254
NC_055312	HM119427
NC_055313	HM119426
NC_055314	HM119425
NC_055315	HM119431
NC_055316	HM119433
NC_055317	HM119432
NC_055318	KF297905
NC_055319	KF297903
NC_055320	KF297904
NC_055321	MK330771
NC_055322	MK330773
NC_055323	MK330772
NC_055324	MK330757
NC_055325	MK330756
NC_055326	MK330758
NC_055327	HM566147
NC_055328	HM566148
NC_055329	HM566146
NC_055330	HM119401
NC_055331	HM119403
NC_055332	HM119402
NC_055333	JF838327
NC_055334	JF838329
NC_055335	JF838328
NC_055336	HM566180
NC_055337	HM566181
NC_055338	HM566179
NC_055339	HM119410
NC_055340	HM119412
NC_055341	HM119411
NC_055342	HM119415
NC_055343	HM119414
NC_055344	HM119413
NC_055345	HM566155
NC_055346	HM566157
NC_055347	HM566156
NC_055348	HM566163
NC_055349	HM566162
NC_055350	HM566161
NC_055351	JF838332
NC_055352	JF838331
NC_055353	JF838330
NC_055354	HM566193
NC_055355	HM566192
NC_055356	HM566191
NC_055357	HM566174
NC_055358	HM566175
NC_055359	HM566173
NC_055360	KC669549
NC_055361	KC669550
NC_055362	KC669551
NC_055363	KF297900
NC_055364	KF297901
NC_055365	KF297902
NC_055366	KF892054
NC_055367	KF892053
NC_055368	KF892052
NC_055369	KM114255
NC_055370	KM114257
NC_055371	KM114256
NC_055372	KR363192
NC_055373	KR363191
NC_055374	KR363190
NC_055375	KX845678
NC_055376	KX845680
NC_055377	KX845679
NC_055378	KP771823
NC_055379	KP771822
NC_055380	KP771821
NC_055381	KU297253
NC_055382	KU255115
NC_055383	KU255114
NC_055384	JF939847
NC_055385	JF939846
NC_055386	JF939848
NC_055387	KP272003
NC_055388	KP272002
NC_055389	KP272001
NC_055390	MF062125
NC_055391	MF062126
NC_055392	MF062127
NC_055393	MH822968
NC_055394	MH822966
NC_055395	MH822967
NC_055396	MK524332
NC_055397	MK524333
NC_055398	MK524334
NC_055399	MK524337
NC_055400	MK524338
NC_055401	MK524339
NC_055402	MK524348
NC_055403	MK524350
NC_055404	MK524349
NC_055405	MF695811
NC_055406	MF695810
NC_055407	MF695812
NC_055408	MK330761
NC_055409	MK330759
NC_055410	MK330760
NC_055411	JN560177
NC_055412	AY686718
NC_055413	JN560178
NC_055414	EU725771
NC_055415	EU725773
NC_055416	EU725772
NC_055417	KF297911
NC_055418	KF297910
NC_055419	KF297909
NC_055420	MK330768
NC_055421	MK330769
NC_055422	MK330770
NC_055423	KM817672
NC_055424	KM817736
NC_055425	KM817684
NC_055426	KM817744
NC_055427	KM817704
NC_055428	KM817764
NC_055429	KP146141
NC_055430	KP146140
NC_055431	KU230450
NC_055432	KU230449
NC_055433	MF141053
NC_055434	MF141052
NC_055435	MF375882
NC_055436	MK140653
NC_055437	MF289183
NC_055438	MF289182
NC_055439	MG976578
NC_055440	MG976577
NC_055441	MH778629
NC_055442	MH483026
NC_055443	MH483024
NC_055444	MH483025
NC_055445	MH483031
NC_055446	MH483032
NC_055447	MK112503
NC_055448	MK112502
NC_055449	LC466009
NC_055450	LC466008
NC_055451	MK103420
NC_055452	MK103419
NC_055453	MH261376
NC_055454	KY884303
NC_055455	MH717816
NC_055456	KM204985
NC_055457	KM205009
NC_055458	KF373759
NC_055459	KU672593
NC_055460	KJ432573
NC_055461	KM205013
NC_055462	KT823701
NC_055463	KX156614
NC_055464	KX156613
NC_055465	KX272741
NC_055466	KX636164
NC_055467	KT957089
NC_055468	KY357509
NC_055469	KX363561
NC_055470	LC228573
NC_055471	MK558059
NC_055472	MK558058
NC_055473	KY421919
NC_055474	MF472710
NC_055475	KX938425
NC_055476	MF683828
NC_055477	KY768856
NC_055478	KY848691
NC_055479	KY810772
NC_055480	MF510471
NC_055481	MF781082
NC_055482	MF198462
NC_055483	LC379162
NC_055484	MG604920
NC_055485	MF416383
NC_055486	MF416384
NC_055487	MF175080
NC_055488	MF175082
NC_055489	MH469731
NC_055490	MH469732
NC_055491	MG755240
NC_055492	MG917697
NC_055493	MG978107
NC_055494	MH577011
NC_055495	MH464873
NC_055496	MH680824
NC_055497	MH379332
NC_055498	MH410152
NC_055499	MG373552
NC_055500	MH394321
NC_055501	MH395371
NC_055502	MH320559
NC_055503	MH779625
NC_055504	MH282832
NC_055505	KY366322
NC_055506	MH206616
NC_055507	MH932227
NC_055509	MH899110
NC_055510	KX371887
NC_055511	MH035670
NC_055512	MK063878
NC_055513	MG800833
NC_055514	MH514011
NC_055515	MH514012
NC_055516	LC387327
NC_055517	LC387329
NC_055518	MK091524
NC_055519	MK329300
NC_055520	MK241979
NC_055521	MK558061
NC_055522	MK558062
NC_055523	MK059763
NC_055524	MK440292
NC_055525	MH665365
NC_055526	MK518392
NC_055527	MN049932
NC_055529	MK240091
NC_055530	KM204982
